dem,dist2canal,saltwater_max,groundwater_max,gw_duration,degradation
0.17765,684.1052551,-0.031725399,0.027553656,1,1
0.14088,713.0918594,0.028976447,0.07048537,1,1
0.29943,984.073168,-0.263542373,0.130055806,0.904371585,1
0.34535,1008.017857,-0.314816047,0.067104711,0.953424658,1
0.1229,632.8506933,0.114461615,0.153566352,0.846575342,1
0.43554,662.721661,-0.198007207,-0.162368761,0.950684932,1
0.18045,692.6037828,0.078369826,0.103316217,0.936986301,1
0.27477,721.2489168,-0.104757275,-0.038553516,0.690410959,1
0.13048,750,0.024526707,0.092125511,0.452054795,1
0.22092,666.1080993,-0.039049609,0.020435176,0.912568306,1
0.34423,695.8448103,-0.162359609,-0.102874824,0.912568306,1
0.27996,725.6031973,-0.109947275,-0.043743516,0.690410959,1
0.48198,755.3806987,-0.331758286,-0.251679978,0.769863014,1
0.36089,785.1751397,-0.266043848,-0.186311489,0.287671233,1
0.31647,814.9846624,-0.128988648,-0.075737297,0.523287671,1
0.26797,844.8076704,-0.080488648,-0.027237297,0.523287671,1
0.45114,742.1590126,-0.390113711,-0.118162928,1,1
0.47542,759.5393341,-0.209626751,-0.182669509,0.939726027,1
0.46766,789.1767863,-0.333966037,-0.24356142,0.93989071,1
0.40455,818.8406438,-0.245709181,-0.244053942,1,1
0.39656,848.5281374,-0.238840421,-0.231983432,1,1
0.42151,878.2368701,-0.251446905,-0.237335179,1,1
0.2238,907.964757,-0.024847864,-0.013348293,0.991780822,1
0.10964,1142.365966,0.053828359,0.100186799,1,1
0.13245,1171.537451,0.031018359,0.077376799,1,1
0.25437,1200.749766,-0.103059322,-0.049327993,1,1
0.21513,1230,-0.051661641,-0.005303201,1,1
0.28131,700.3570518,-0.220283711,0.051667072,1,1
0.37115,706.1161378,-0.310123711,-0.038172928,1,1
0.38943,713.0918594,-0.316590478,-0.026649467,1,1
0.41087,721.2489168,-0.330603378,-0.020437744,0.947945205,1
0.10955,764.852927,0.159493832,0.171428436,0.975342466,1
0,794.2921377,0.300462047,0.301981188,1,1
0.21709,823.7718131,0.018481117,0.023543513,1,1
0.26442,853.2877592,-0.028848883,-0.023786487,1,1
0.20516,882.8363382,-0.05353596,-0.035914015,0.58630137,1
0.19178,912.4143795,-0.111906779,-0.080786225,0.257534247,1
0.22303,942.0191081,-0.044937656,-0.023362436,1,1
0.092854,1090.366911,0.070614359,0.116972799,1,1
0.10189,1120.089282,0.07362359,0.123249491,1,1
0.27539,1149.826074,-0.09987641,-0.050250509,1,1
0.23133,1178.812962,-0.05581641,-0.006190509,1,1
0.23734,1207.849328,0.003235547,0.078777504,1,1
0.25971,1236.931688,-0.025492476,-0.005268608,1,1
0.29449,1266.056871,-0.153108872,-0.098597751,0.975342466,1
0.38591,670.8203932,-0.367968689,0.030658433,0.991780822,1
0.23631,676.8308504,-0.218368689,0.180258433,0.991780822,1
0.33251,684.1052551,-0.259670478,0.030270533,1,1
0.033341,800.4998438,0.199697491,0.227585337,1,1
0.27696,829.7590012,0.023502047,0.025021188,1,1
0.00028425,888.4255737,0.244654087,0.247653098,0.860273973,1
0.3594,917.8235124,-0.223035158,-0.195838496,0.450819672,1
0.4141,947.2592042,-0.26132159,-0.239993249,1,1
0.3094,976.7292358,-0.146669227,-0.132876985,1,1
0.12628,1006.23059,0.173683377,0.179350509,1,1
0.27903,1035.76059,0.020933377,0.026600509,1,1
0.30321,1065.316854,-0.072634757,-0.060464442,1,1
0.20231,1154.123044,0.012697173,0.05590364,1,1
0.26955,1183.765179,-0.031481852,0.003983873,1,1
0.22472,1213.424905,0.043876697,0.066683895,1,1
0.35966,1243.100961,-0.097891936,-0.068152219,1,1
0.33163,1272.792206,-0.093469633,-0.065621852,1,1
0.12201,1302.497601,0.01802395,0.073394214,1,1
0.42997,1331.540461,-0.277768317,-0.220940969,1,1
0.29259,641.3267498,-0.245840833,0.087970674,1,1
0.22185,647.6109943,-0.203908689,0.194718433,0.991780822,1
0.28625,655.20989,-0.213410478,0.076530533,1,1
0.21221,894.9860334,0.057058978,0.062047637,1,1
0.062115,924.175308,0.187842681,0.192758132,1,1
0.15025,953.4149149,0.092154451,0.10516922,0.956284153,1
0.24756,982.7003612,0.04298678,0.047184912,1,1
0.018869,1012.027668,0.226675247,0.278214292,0.876712329,1
0.31957,1041.393297,-0.085522755,-0.066851436,1,1
0.37165,1159.180745,-0.107819597,-0.017671115,1,1
0.3098,1188.696765,-0.083571423,0.011698621,1,1
0.3096,1218.23643,-0.125927684,-0.01490089,0.983606557,1
0.37846,1247.798061,-0.130781249,-0.035701555,1,1
0.3766,1277.380131,-0.144905258,-0.058996203,0.997260274,1
0.40895,1306.981255,-0.25188095,-0.135668662,1,1
0,1336.600165,0.103531153,0.232376718,0.709589041,1
0.36199,611.8823416,-0.315240833,0.018570674,1,1
0.31005,618.4658438,-0.292108689,0.106518433,0.991780822,1
0.2803,626.4183905,-0.262358689,0.136268433,0.991780822,1
0.29284,635.688603,-0.213404678,0.093702004,0.882513661,1
0.32252,1223.764683,-0.138847684,-0.02782089,0.983606557,1
0.40991,1253.195914,-0.091670771,-0.037749956,1,1
0,1282.6535,0.178000094,0.281105863,0.917808219,1
0,1312.135664,0.15706905,0.273281338,1,1
0.28589,582.4946352,-0.225179928,0.04904442,0.068493151,1
0.33451,589.4064811,-0.273799928,0.00042442,0.068493151,1
0.31134,597.7457654,-0.264400471,0.06892041,0.073972603,1
0.32179,607.4537019,-0.249900133,0.0728133,0.109589041,1
0.46136,1230,-0.277687684,-0.16666089,0.983606557,1
0,1259.285512,0.231694742,0.317603797,0.997260274,1
0.15775,553.1726674,-0.097039928,0.17718442,0.068493151,1
0.17707,560.4462508,-0.116359928,0.15786442,0.068493151,1
0.3534,569.2099788,-0.292689928,-0.01846558,0.068493151,1
0.36316,579.3962375,-0.302449928,-0.02822558,0.068493151,1
0.31368,1207.849328,-0.113855054,-0.012022411,0.42739726,1
0.21726,1236.931688,-0.124854263,0.055109763,0.289617486,1
0.456,523.9274759,-0.392028833,-0.098338047,0.068493151,1
0.45278,531.6013544,-0.392069928,-0.11784558,0.068493151,1
0.38891,540.8326913,-0.328199928,-0.05397558,0.068493151,1
0.4015,551.5432893,-0.340789928,-0.06656558,0.068493151,1
0.23865,1186.802427,-0.008976537,0.066206649,0.476712329,1
0.29911,1215.647975,-0.125079296,-0.020234999,0.286885246,1
0.3932,480,-0.347516906,-0.053132525,0,1
0.27287,480,-0.236040399,0.119291425,0.860273973,1
0.31713,480.9365863,-0.280300399,0.075031425,0.860273973,1
0.36568,483.7354649,-0.311471181,-0.030887257,0.895890411,1
0.57148,502.8916384,-0.510769928,-0.23654558,0.068493151,1
0.45127,512.6402247,-0.390559928,-0.11633558,0.068493151,1
0.3619,1166.91902,-0.223035493,-0.071749215,0.333333333,1
0.40218,450,-0.339909478,-0.037004911,0.887671233,1
0.41041,450.9988914,-0.4057379,0.019159167,0.852054795,1
0.43203,453.9823785,-0.377821181,-0.097237257,0.895890411,1
0.46305,458.9117562,-0.408841181,-0.128257257,0.895890411,1
0.50788,465.7252409,-0.453671181,-0.173087257,0.895890411,1
0.57885,474.341649,-0.518139928,-0.24391558,0.068493151,1
0.33394,1148.259553,-0.064140822,-0.051238641,0.898630137,1
0.40329,1176.520293,-0.255576236,-0.142048714,0.673972603,1
0.62319,420,-0.560919478,-0.258014911,0.936986301,1
0.54596,421.0700654,-0.509130399,-0.12313019,0.786885246,1
0.023689,1158.792475,0.112564392,0.170822275,0.912568306,1
0.30426,1186.802427,-0.130768905,-0.089189443,0.87431694,1
0.1932,1214.907404,-0.001268322,0.031922117,0.945205479,1
0.25425,1170,-0.029090201,0.003085084,0.909589041,1
0.32615,1197.747887,-0.16747241,-0.139156916,0.983561644,1
0.15621,1225.601893,-0.017423839,0.027771732,0.871232877,1
0.21161,1181.862936,0.024987341,0.044383101,0.997260274,1
0.265,1209.338662,-0.10632241,-0.078006916,0.983561644,1
0.24923,1236.931688,-0.08475463,-0.041574975,0.931693989,1
0.041746,1264.634335,0.150185678,0.183376117,0.945205479,1
0.2866,1194.361754,-0.115788165,-0.11468344,0.229508197,1
0.31674,1221.556384,-0.15947481,-0.153638853,0.079452055,1
0.44725,1248.879498,-0.28998481,-0.284148853,0.079452055,1
0.036796,1276.322843,0.156773751,0.163735949,0.030136986,1
0,1207.476708,0.290055866,0.292573681,0.369863014,1
0.17494,1234.382437,-0.036405841,0.026164333,0.363387978,1
0.32733,1261.427762,-0.16883604,-0.134925449,1,1
0.20994,1288.603896,-0.035601346,-0.025331867,0.920547945,1
0.28582,1221.187946,0.004235866,0.006753681,0.369863014,1
0.06439,1247.798061,0.161634333,0.162428333,0.106849315,1
0.045116,1274.558747,0.11337796,0.147288551,1,1
0.11297,1301.460718,0.051263265,0.066257342,0.945355191,1
0.14033,1235.475617,0.127224728,0.128500453,1,1
0.18381,1261.784451,0.000971145,0.000971431,0.994520548,1
0.1339,1288.254633,0.024406497,0.063459978,1,1
0.17612,1314.87642,-0.013553237,-0.000293672,1,1
0,1341.640786,0.188658298,0.1963061,0.97260274,1
0.13704,1276.322843,0.104150728,0.106025508,1,1
0.23471,1302.497601,-0.053785616,0.003869791,1,1
0.25559,1328.834075,-0.098189154,-0.07338544,1,1
0.2789,1355.32284,-0.109449121,-0.101355231,1,1
0,1381.955137,0.193862461,0.199221769,1,1
0.24325,509.1168825,-0.209038707,0.083171652,0.076712329,1
0.29378,488.3646179,-0.259568707,0.032641652,0.076712329,1
0.3676,466.6904756,-0.333388707,-0.041178348,0.076712329,1
0.14852,1317.269904,0.02352487,0.025240386,1,1
0.18062,1343.316791,0.111455929,0.111455929,1,1
0.35259,1369.525465,-0.187005537,-0.182336163,1,1
0.0023515,1395.886815,0.189054666,0.193492446,1,1
0.38317,174.9285568,-0.324422722,0.037147425,0.975342466,1
0.10926,1358.307771,0.047558571,0.180152571,1,1
0.21612,1384.232639,-0.087360945,0.058112804,1,1
0.15106,1410.319113,0.001190022,0.076182641,1,1
0.037817,1436.558387,0.111620571,0.251175484,1,1
0,1462.942241,0.149437571,0.288992484,1,1
0.17617,60,-0.533980181,0.380707128,0,1
0.31731,60,-0.675120181,0.239567128,0,1
0.10164,1399.428455,0.136024889,0.138076032,1,1
0.1765,1425.236822,-0.048710572,-0.046243056,0.975409836,1
0.20068,1451.206395,-0.080192034,-0.080124957,0.909589041,1
0.14345,1477.32867,0.005871483,0.006183384,0.945355191,1
0.028705,1503.59569,0.115158021,0.116044538,0.97260274,1
0,1530,0.143863021,0.144749538,0.97260274,1
0,1556.534613,0.097854107,0.114414472,0.884931507,1
0,1583.192976,0.120487966,0.120555043,0.909589041,1
0.099699,1415.09717,0.103205384,0.1052839,0.975342466,1
0.0045798,1440.624864,0.232808789,0.232808954,0.978082192,1
0.070374,1466.321929,0.057241809,0.061399809,0.696721311,1
0.21187,1492.179614,-0.084254191,-0.080096191,0.696721311,1
0.18675,1518.189711,-0.066774081,-0.056867211,0.778082192,1
0.1138,1544.344521,0.027620842,0.03075382,0.983606557,1
0.17337,1570.636814,0.047575787,0.049736281,1,1
0.3063,1597.059799,-0.06947662,-0.067411642,1,1
0.36285,1623.607095,-0.141904213,-0.139743719,1,1
0.1177,1650.272705,0.103245787,0.105406281,1,1
0.17892,218.4032967,-0.113263975,0.211800963,0.893442623,1
0.19597,1481.890684,0.057292446,0.057292446,0.868493151,1
0.23682,1507.481343,-0.024727275,-0.018078121,0.619178082,1
0.33212,1533.231881,-0.094662132,-0.09330722,0.610958904,1
0.22312,1559.134375,-0.011027275,-0.004378121,0.682191781,1
0.17946,1585.181378,0.032632725,0.039281879,0.682191781,1
0.094556,1611.36588,0.107291253,0.125650956,0.739726027,1
0.33233,1548.70914,-0.139579667,-0.07978608,0.495890411,1
0,1574.357012,0.211687498,0.264073399,0.463013699,1
0,1600.156242,0.127274004,0.238875872,0.06010929,1
0,1626.099628,0.141081092,0.256276641,0.289617486,1
0,1652.180378,0.141530388,0.248473377,0.257534247,1
0,1678.392088,0.141530388,0.248473377,0.257534247,1
0.2722,1564.608577,-0.120447956,-0.007852549,0.915300546,1
0,1590,0.138923879,0.273507396,0.882513661,1
0.15059,1580.917455,0.02328522,0.117564462,0.402739726,1
0.33748,1548.418548,-0.186771864,-0.055951645,1,1
0.27979,1572.927207,-0.129081864,0.001738355,1,1
0.36662,1566.045976,-0.225033886,-0.121665482,1,1
0.26757,1590.282994,-0.135441722,-0.020897744,1,1
0.38163,1584.045454,-0.166413051,-0.106837106,1,1
0.25665,1608.011194,-0.124521722,-0.009977744,1,1
0.24919,1602.404443,-0.034760779,0.060390507,1,1
0.26893,1626.099628,-0.054500779,0.040650507,1,1
0.19914,1668.172653,-0.068341295,0.075838705,1,1
0.29039,1686.683136,-0.16367378,0.043525835,1,1
0.26075,1728.843544,-0.09612426,0.065346817,0.553424658,1
0.28844,1747.7414,-0.077063733,0.063498975,0.769863014,1
0.2666,1794.240787,-0.10197426,0.059496817,0.682191781,1
0.53532,1766.182324,-0.371936971,-0.230329806,0.822404372,1
0.39064,1755.704987,-0.131529432,-0.034505619,0.860273973,1
0.38219,1745.680383,-0.183327982,-0.043997267,0.282191781,1
0.084442,324.4996148,-0.029219078,0.339539312,1,1
0.22265,300,-0.157047808,0.173804522,1,1
0.4371,1698.381583,-0.215022996,-0.181899215,0.638356164,1
0.044917,283.019434,0.020685192,0.351537522,1,1
0.32668,1660.873264,-0.061309732,-0.041254666,0.975342466,1
0.10628,241.8677324,-0.040677808,0.290174522,1,1
0.16556,216.3330765,-0.099957808,0.264836212,1,1
0.42442,1615.549442,-0.159049732,-0.138994666,0.857534247,1
0.22888,228.4731932,-0.163277808,0.167574522,1,1
0.19367,201.246118,-0.128067808,0.202784522,1,1
0.18938,174.9285568,-0.115699123,0.241016212,1,1
0.41992,1586.600139,-0.183512047,-0.159202223,0.668493151,1
0.42911,1578.923684,-0.272623223,-0.236060071,0.643835616,1
0.15243,189.7366596,-0.090432833,0.293523414,0.961643836,1
0.36092,1549.870962,-0.046541538,-0.037578245,0.857534247,1
0.3372,1520.855023,-0.180713223,-0.144150071,0.643835616,1
0.31363,1491.878011,-0.156967451,-0.033249261,0.942465753,1
0.31519,1462.942241,-0.17650633,-0.03072475,0.62295082,1
0.30581,1455.23194,-0.119398308,-0.008135571,0.747945205,1
0.27909,1426.183719,-0.119599313,-0.064409457,0.980821918,1
0.35143,1418.908031,-0.177182302,-0.125662786,0.857923497,1
0.18322,1412.232276,0.009679808,0.057121313,0.926027397,1
0.41462,1389.748179,-0.145286764,-0.134672808,1,1
0.39286,1382.931669,-0.237470772,-0.198633391,1,1
0.24185,1376.735269,-0.068150225,-0.034278764,1,1
0.26684,1371.167386,-0.068767291,-0.042890368,1,1
0.09575,1325.443322,-0.005155576,0.065423152,0.978082192,1
0.14551,1293.135724,0.095467198,0.103695956,0.682191781,1
0.28942,1183.765179,-0.054577766,-0.022960623,0.964383562,1
0.16728,1179.576195,0.000501553,0.043877465,0.795081967,1
0.20755,1176.137747,-0.057764383,0.005800128,0.709589041,1
0.29233,1159.180745,-0.144014877,-0.071737507,1,1
0.2734,1135.649594,-0.098909068,-0.045939123,1,1
0.17371,1106.345335,-0.021842276,0.041351025,0.98630137,1
0.19845,1092.016483,0.02267758,0.050794493,1,1
0,1084.15866,0.1889799,0.234575944,0.967123288,1
0.36542,1081.665383,-0.218401355,-0.141387388,0.8,1
0.47113,1064.048871,-0.309739575,-0.237313245,1,1
0.22667,1053.422992,-0.07781941,0.007973721,0.909836066,1
0.4104,1073.312629,-0.256426289,-0.116970125,1,1
0.33348,1060.235823,-0.179506289,-0.040050125,1,1
0.40556,1047.854952,-0.263862553,-0.144766522,0.838356164,1
0.216,1036.194962,-0.150417949,0.014003569,0.709589041,1
0.28849,1060.235823,-0.134516289,0.004939875,1,1
0.33027,1046.565813,-0.176296289,-0.036840125,1,1
0.54129,1033.150521,-0.399592553,-0.280496522,0.857534247,1
0.29857,1020.441081,-0.201348883,-0.041949888,0.887671233,1
0.27843,1043.551628,-0.067827729,0.057620286,1,1
0.30065,1033.150521,-0.123565399,0.030228194,0.868493151,1
0.45245,1020,-0.310752553,-0.191656522,0.857534247,1
0.08903,1006.23059,0.051156897,0.221741051,0.854794521,1
0.40325,1025.280449,-0.249276289,-0.109820125,1,1
0.26197,1015.135459,-0.041764817,0.075059073,1,1
0.42611,1005.783277,-0.284412553,-0.165316522,0.857534247,1
0.13591,993.1767214,0.010869645,0.160146941,0.898907104,1
0.15765,979.489663,-0.017463103,0.153121051,0.854794521,1
0.51368,997.2462083,-0.293474817,-0.176650927,1,1
0.34046,986.8130522,-0.198762553,-0.079666522,0.857534247,1
0.44086,977.1898485,-0.300673103,-0.130088949,0.854794521,1
0.094798,966.0745313,0.045388897,0.215973051,0.854794521,1
0.31164,969.3296653,-0.184457212,-0.014892507,0.863387978,1
0.41505,958.5927185,-0.273352553,-0.154256522,0.857534247,1
0.063747,948.6832981,0.076439897,0.247024051,0.854794521,1
0.11971,939.1485505,0.020476897,0.191061051,0.854794521,1
0.30985,966.0745313,-0.158134582,0.038943923,0.99726776,1
0.43281,953.4149149,-0.278132154,-0.07607111,0.871232877,1
0.35398,941.5412896,-0.212282553,-0.093186522,0.857534247,1
0.28807,930.4837452,-0.152301268,0.00954483,0.846575342,1
0.078032,920.271699,-0.002091212,0.179087051,0.953551913,1
0.39217,939.1485505,-0.144468637,0.00176278,1,1
0.26842,926.1209424,-0.096243956,0.106321297,0.860273973,1
0.41776,913.8927727,-0.273638784,-0.096471718,1,1
0.14385,902.4965374,-0.011280083,0.175820522,1,1
0.4615,912.4143795,-0.24330485,-0.112862116,0.824657534,1
0.43118,898.9994438,-0.291773136,-0.136655366,1,1
0.3804,886.3972022,-0.236278784,-0.059111718,1,1
0.15508,874.6427842,-0.017142993,0.171291996,0.82739726,1
0.31196,885.8893836,-0.09376485,0.036677884,0.824657534,1
0.30324,872.0665112,-0.163833136,-0.008715366,1,1
0.35543,859.0692638,-0.211308784,-0.034141718,1,1
0.15031,846.9356528,-0.012372993,0.176061996,1,1
0.38337,872.0665112,-0.16517485,-0.034732116,0.824657534,1
0.37432,859.0692638,-0.15612485,-0.025682116,0.824657534,1
0.28922,845.3401682,-0.149813136,0.005304634,1,1
0.20449,831.9254774,-0.114954663,0.078430656,0.753424658,1
0.40332,844.8076704,-0.18512485,-0.055068114,0.824657534,1
0.44391,831.9254774,-0.22571485,-0.095658114,0.824657534,1
0.39395,818.8406438,-0.249828784,-0.072661718,1,1
